|text|score
2846|moonlight mile gives itself the freedom to feel contradictory things  it is sentimental but feels free to offend  is analytical and then surrenders to the illogic of its characters  is about grief and yet permits laughter|1.0
2847|in the second half of the film  freis control loosens in direct proportion to the amount of screen time he gives nachtwey for selfanalysis|0.0
2848|if you come from a family that eats  meddles  argues  laughs  kibbitzes and fights together  then go see this delightful comedy|1.0
2849|performances all around are tops  with the two leads delivering oscarcaliber performances|1.0
2850|a magnificent drama well worth tracking down|1.0
2851|without heavyhandedness  dong provides perspective with his intelligent grasp of human foibles and contradictions|1.0
2852|as literary desecrations go  this makes for perfectly acceptable  occasionally very enjoyable childrens entertainment  youll forget about it by monday  though  and if theyre old enough to have developed some taste  so will your kids|1.0
2853|the action switches between past and present  but the material link is too tenuous to anchor the emotional connections that purport to span a 125year divide|0.0
2854|the invincible werner herzog is alive and well and living in la|1.0
2855|big fat liar is little more than home alone raised to a new  selfdeprecating level|0.0
2856|bound to appeal to women looking for a howlingly trashy time|1.0
2857|functions as both a revealing look at the collaborative process and a timely  tongueincheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing|1.0
2858|a mediocre exercise in target demographics  unaware that its the butt of its own joke|0.0
2859|the best you can say about it is its so uninspired  it barely gives one pause when considering some of the other dreck out there right now|0.0
2860|by halfway through this picture i was beginning to hate it  and  of course  feeling guilty for it     then  miracle of miracles  the movie does a flipflop|0.0
2861|it doesnt make for great cinema  but it is interesting to see where ones imagination will lead when given the opportunity|1.0
2862|the film favors the scientific over the spectacular  visually speaking|0.0
2863|wait for it to hit cable|0.0
2864|possession   based on the book by a  s  byatt  demands that labute deal with the subject of love headon  trading in his cynicism for reverence and a little wit|1.0
2865|how inept is serving sara  it makes even elizabeth hurley seem graceless and ugly|0.0
2866|so clichd that  at one point  they literally upset an apple cart|0.0
2867|what makes the film special is the refreshingly unhibited enthusiasm that the people  in spite of clearly evident poverty and hardship  bring to their music|1.0
2868|fans of critics darling band wilco will marvel at the sometimes murky  always brooding look of i am trying to break your heart|1.0
2869|more of a career curio than a major work|0.0
2870|highlighted by a gritty style and an excellent cast  its better than one might expect when you look at the list of movies starring icet in a major role|1.0
2871|showtimes starry cast could be both an asset and a detriment  those who trek to the plex predisposed to like it probably will enjoy themselves  but ticketbuyers with great expectations will wind up as glum as mr  de niro|0.0
2872|the quiet american isnt a bad film  its just one that could easily wait for your pay per view dollar|1.0
2873|director barry skolnick and his screenwriters glibly tick off every point of  the longest yard  playbook like a checklist|0.0
2874|works as pretty contagious fun|1.0
2875|directors brett morgen and nanette burstein have put together a bold biographical fantasia|1.0
2876|the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers|1.0
2877|director david jacobson gives dahmer a consideration that the murderer never game his victims|1.0
2878|the asylum material is gripping  as are the scenes of jia with his family|1.0
2879|a solidly constructed  entertaining thriller that stops short of true inspiration|1.0
2880|plays like the old diseaseoftheweek smallscreen melodramas|0.0
2881|this is the first full scale wwii flick from hong kongs john woo  hes not good with people|0.0
2882|im not suggesting that you actually see it  unless youre the kind of person who has seen every wim wenders film of the 70s|0.0
2883|the stunt work is topnotch  the dialogue and drama often foodspittingly funny|0.0
2884|for the first time in years  de niro digs deep emotionally  perhaps because hes been stirred by the powerful work of his costars|1.0
2885|an essentially awkward version of the lightweight female empowerment picture weve been watching for decades|0.0
2886|films are made of little moments  changing lanes tries for more  it doesnt reach them  but the effort is gratefully received|1.0
2887|compellingly watchable|1.0
2888|just like every other seagal movie  only louder and without that silly ponytail|0.0
2889|one of jagloms better efforts  a wry and sometime bitter movie about love|1.0
2890|professionally speaking  its tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller|0.0
2891|a very funny look at how another culture handles the process of courting and marriage|1.0
2892|the sentimental cliches mar an otherwise excellent film  a powerful performance from mel gibson and a brutal 90minute battle sequence that does everything but issue you a dogtag and an m16|1.0
2893|writer and director otar iosselianis pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls|1.0
2894|writer director m  night shyamalans ability to pull together easily accessible stories that resonate with profundity is undeniable|1.0
2895|although sensitive to a fault  its often overwritten  with a surfeit of weighty revelations  flowery dialogue  and nostalgia for the past and roads not taken|0.0
2896|daughter from danang reveals that efforts toward closure only open new wounds  it doesnt flinch from its unsettling prognosis  namely  that the legacy of war is a kind of perpetual pain|1.0
